37,55,0.41797,0,0,0,good
37,55,0.4271,0,0,0,good
37,55,0.39639,0,0,0,good
38,55,0.22041,0,0,0,good
38,55,0.43125,0,0,0,good
38,55,0.45947,0,0,0,good
38,55,0.40386,0,0,0,good
38,55,0.48438,0,0,0,good
38,55,0.36733,0,0,0,good
38,55,0.452,0,0,0,good
38,55,0.50513,0,0,0,good
38,55,0.40386,0,0,0,good
38,55,0.43208,0,0,0,good
38,55,0.44536,0,0,0,good
38,55,0.40386,0,0,0,good
38,55,0.44536,0,0,0,good
38,55,0.41216,0,0,0,good
38,55,0.41548,0,0,0,good
38,55,0.47939,0,0,0,good
38,55,0.31753,0,0,0,good
38,55,0.16563,0,0,0,good
38,55,0.35156,0,0,0,good
38,55,0.37065,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.54331,0,0,0,good
38,55,0.36484,0,0,0,good
38,55,0.32002,0,0,0,good
38,55,0.33496,0,0,0,good
38,55,0.37896,0,0,0,good
38,55,0.40635,0,0,0,good
38,55,0.36401,0,0,0,good
38,55,0.3939,0,0,0,good
38,55,0.55493,0,0,0,good
38,55,0.44287,0,0,0,good
38,55,0.38394,0,0,0,good
38,55,0.43125,0,0,0,good
38,55,0.49185,0,0,0,good
38,55,0.35571,0,0,0,good
38,55,0.43623,0,0,0,good
38,55,0.32168,0,0,0,good
38,55,0.31421,0,0,0,good
38,55,0.56738,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.3939,0,0,0,good
38,55,0.49517,0,0,0,good
38,55,0.3939,0,0,0,good
38,55,0.40552,0,0,0,good
38,55,0.44453,0,0,0,good
38,55,0.26108,0,0,0,good
38,55,0.53667,0,0,0,good
38,55,0.38975,0,0,0,good
38,60,0.44619,0,0,0,good
38,55,0.48188,0,0,0,good
38,55,0.36899,0,0,0,good
38,55,0.33828,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.41797,0,0,0,good
38,55,0.41133,0,0,0,good
38,55,0.45532,0,0,0,good
38,55,0.48521,0,0,0,good
38,55,0.39058,0,0,0,good
38,60,0.46943,0,0,0,good
